job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older,
JD-985,Cloud Developer - GCP,Carrillo PLC,Seattle,WA,"Seattle, WA",USA,On-site,2025-03-26,2025-06-09,Entry-level,Full-time,E-commerce,"$65,168","$93,327","$79,247","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,16,"$172,275",30 days,
JD-986,GCP Data Engineer,Castaneda PLC,Las Vegas,NV,"Las Vegas, NV",USA,Remote,2025-02-05,2025-04-29,Senior,Internship,Finance,"$158,531","$211,554","$185,042","['Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,65,"$169,536",older than 30 days,
JD-987,Azure Platform Engineer,"Garcia, Williams and Shah",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2025-03-10,2025-04-04,Mid-level,Internship,Finance,"$111,521","$145,011","$128,266","['Docker', 'Azure Monitor', 'CI/CD', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Expired,Engineering,USD,32,"$160,070",older than 30 days,
JD-988,AWS Cloud Engineer,Estes-Campos,Philadelphia,PA,"Philadelphia, PA",USA,Remote,2025-03-29,2025-05-25,Mid-level,Full-time,Healthcare,"$95,831","$129,693","$112,762","['AWS EC2', 'Lambda', 'CI/CD', 'Python', 'Linux', 'CloudFormation', 'Kubernetes']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,13,"$164,776",15 days,
JD-989,GCP Data Engineer,"Lynch, Garrison and Garcia",Chicago,IL,"Chicago, IL",USA,On-site,2025-01-21,2025-05-20,Entry-level,Contract,Telecommunications,"$57,216","$84,660","$70,938","['GKE', 'Docker', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,80,"$159,981",older than 30 days,
JD-990,Google Cloud Engineer,Romero and Sons,Seattle,WA,"Seattle, WA",USA,Remote,2025-03-06,2025-04-03,Senior,Internship,Education,"$241,378","$391,775","$316,576","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Security,USD,36,"$172,275",older than 30 days,
JD-991,GCP Cloud Platform Engineer,Pitts LLC,San Francisco,CA,"San Francisco, CA",USA,Remote,2025-03-13,2025-05-20,Mid-level,Full-time,Finance,"$95,607","$122,336","$108,971","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,29,"$158,378",30 days,
JD-992,AWS Cloud Engineer,"Carter, Alexander and Hunter",Portland,OR,"Portland, OR",USA,Remote,2025-01-26,2025-05-25,Entry-level,Contract,Telecommunications,"$64,659","$91,562","$78,110","['AWS EC2', 'Docker', 'Lambda', 'Linux', 'CloudFormation', 'Kubernetes', 'Terraform']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,75,"$166,069",older than 30 days,
JD-993,GCP Infrastructure Consultant,Moore LLC,Charlotte,NC,"Charlotte, NC",USA,Remote,2025-03-23,2025-06-05,Senior,Full-time,E-commerce,"$244,505","$263,979","$254,242","['GKE', 'Docker', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,19,"$171,317",30 days,
JD-994,GCP Solutions Architect,Martinez and Sons,Austin,TX,"Austin, TX",USA,Remote,2025-02-12,2025-04-30,Senior,Full-time,Finance,"$201,419","$366,832","$284,125","['CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,58,"$171,059",older than 30 days,
JD-995,GCP Site Reliability Engineer,Hammond-Smith,Seattle,WA,"Seattle, WA",USA,Remote,2025-02-22,2025-05-03,Entry-level,Full-time,E-commerce,"$74,622","$86,165","$80,393","['GKE', 'Docker', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,48,"$172,275",older than 30 days,
JD-996,GCP System Administrator,Peterson-Wagner,Dallas,TX,"Dallas, TX",USA,On-site,2025-04-02,2025-04-22,Senior,Contract,Telecommunications,"$134,208","$175,334","$154,771","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,9,"$171,059",10 days,
JD-997,GCP Data Engineer,Watson-Fischer,Denver,CO,"Denver, CO",USA,Remote,2025-01-19,2025-04-03,Entry-level,Full-time,E-commerce,"$55,358","$89,343","$72,350","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Architecture,USD,82,"$152,551",older than 30 days,
JD-998,Cloud Developer - GCP,"Ortega, Hernandez and Molina",Las Vegas,NV,"Las Vegas, NV",USA,Remote,2025-02-15,2025-06-10,Senior,Part-time,Finance,"$240,912","$366,075","$303,493","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,55,"$169,536",older than 30 days,
JD-999,Azure Solutions Architect,Taylor Group,Charlotte,NC,"Charlotte, NC",USA,On-site,2025-02-20,2025-04-10,Senior,Full-time,Healthcare,"$151,699","$175,921","$163,810","['CI/CD', 'Azure Monitor', 'ARM Templates', 'Python', 'Azure AD', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Expired,Operations,USD,50,"$171,317",older than 30 days,
JD-1000,GCP Security Specialist,Villanueva-Crane,Denver,CO,"Denver, CO",USA,Hybrid,2025-02-20,2025-05-16,Mid-level,Part-time,Healthcare,"$91,943","$141,226","$116,584","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,50,"$152,551",older than 30 days,
JD-1001,GCP Infrastructure Consultant,"Cox, Johnson and Thomas",Las Vegas,NV,"Las Vegas, NV",USA,On-site,2025-03-02,2025-05-26,Entry-level,Part-time,Education,"$55,354","$89,353","$72,353","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,40,"$169,536",older than 30 days,
JD-1002,AWS Cloud Engineer,"Drake, Acevedo and Miller",Nashville,TN,"Nashville, TN",USA,Remote,2025-01-11,2025-06-02,Mid-level,Full-time,Healthcare,"$100,456","$144,685","$122,570","['AWS EC2', 'IAM', 'CI/CD', 'Python', 'CloudFormation', 'Kubernetes', 'Terraform']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,90,"$162,483",older than 30 days,
JD-1003,Azure Platform Engineer,Holden-Martin,Atlanta,GA,"Atlanta, GA",USA,Remote,2025-02-10,2025-05-08,Entry-level,Part-time,Education,"$62,793","$86,178","$74,485","['Docker', 'Azure Monitor', 'ARM Templates', 'Linux', 'Azure AD', 'Kubernetes', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,60,"$158,840",older than 30 days,
JD-1004,GCP Security Specialist,Malone-Keller,Boston,MA,"Boston, MA",USA,On-site,2025-01-16,2025-05-03,Senior,Part-time,E-commerce,"$141,603","$228,256","$184,929","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,85,"$157,901",older than 30 days,
JD-1005,AWS Cloud Engineer,Orr Inc,Seattle,WA,"Seattle, WA",USA,Hybrid,2025-03-14,2025-05-23,Senior,Part-time,Healthcare,"$143,329","$188,753","$166,041","['AWS EC2', 'Docker', 'Lambda', 'CI/CD', 'IAM', 'Python', 'Linux']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,28,"$172,275",30 days,
JD-1006,GCP Solutions Architect,"Lloyd, Liu and Kaufman",Minneapolis,MN,"Minneapolis, MN",USA,On-site,2025-03-13,2025-05-09,Senior,Part-time,E-commerce,"$141,772","$227,118","$184,445","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,29,"$166,681",30 days,
JD-1007,GCP Solutions Architect,Blackwell-Haynes,Atlanta,GA,"Atlanta, GA",USA,On-site,2025-02-20,2025-04-24,Mid-level,Full-time,Finance,"$109,222","$140,537","$124,879","['GKE', 'Docker', 'CI/CD', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,50,"$158,840",older than 30 days,
JD-1008,GCP Cloud Platform Engineer,Griffith-Edwards,San Diego,CA,"San Diego, CA",USA,On-site,2025-04-05,2025-06-02,Senior,Full-time,Telecommunications,"$137,813","$188,110","$162,961","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,6,"$158,378",10 days,
JD-1009,Cloud Developer - Azure,Wilcox PLC,Boston,MA,"Boston, MA",USA,Hybrid,2025-02-13,2025-05-31,Senior,Internship,Finance,"$142,882","$175,995","$159,438","['Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Cloud Developer - Azure, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,57,"$157,901",older than 30 days,
JD-1010,GCP System Administrator,Graves Group,Charlotte,NC,"Charlotte, NC",USA,Remote,2025-03-11,2025-05-14,Entry-level,Contract,Telecommunications,"$63,951","$94,786","$79,368","['Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,31,"$171,317",older than 30 days,
JD-1011,GCP Data Engineer,Clay PLC,Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2025-03-14,2025-05-29,Entry-level,Full-time,Healthcare,"$62,640","$92,081","$77,360","['GKE', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,28,"$160,070",30 days,
JD-1012,GCP Cloud Platform Engineer,"Pearson, Terry and Barron",Charlotte,NC,"Charlotte, NC",USA,Remote,2025-03-28,2025-04-23,Entry-level,Contract,Finance,"$50,053","$89,333","$69,693","['Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,14,"$171,317",15 days,
JD-1013,Cloud Developer - GCP,"Sullivan, Gonzalez and Turner",Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,2025-03-27,2025-04-24,Senior,Full-time,E-commerce,"$139,241","$195,374","$167,307","['GKE', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,15,"$160,070",15 days,
JD-1014,GCP Security Specialist,"Cook, Hardy and Singh",Miami,FL,"Miami, FL",USA,Hybrid,2025-01-14,2025-04-30,Senior,Part-time,Telecommunications,"$155,706","$171,907","$163,806","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,87,"$164,546",older than 30 days,
JD-1015,Cloud Developer - GCP,"Braun, Campbell and Davis",San Diego,CA,"San Diego, CA",USA,Hybrid,2025-01-23,2025-05-09,Senior,Full-time,Telecommunications,"$160,837","$216,713","$188,775","['GKE', 'Docker', 'BigQuery', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,78,"$158,378",older than 30 days,
JD-1016,GCP DevOps Engineer,Boyd-Sherman,Dallas,TX,"Dallas, TX",USA,Remote,2025-03-05,2025-05-17,Senior,Part-time,Healthcare,"$236,957","$255,159","$246,058","['CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,37,"$171,059",older than 30 days,
JD-1017,GCP Solutions Architect,Johnson PLC,Charlotte,NC,"Charlotte, NC",USA,Hybrid,2025-01-26,2025-05-09,Entry-level,Full-time,Education,"$78,657","$85,370","$82,013","['GKE', 'Docker', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,75,"$171,317",older than 30 days,
JD-1018,Google Cloud Engineer,Allen-Schroeder,Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2025-03-09,2025-04-26,Senior,Full-time,Finance,"$135,366","$223,245","$179,305","['GKE', 'Docker', 'Python', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,33,"$169,536",older than 30 days,
JD-1019,GCP DevOps Engineer,Benitez-Rodriguez,Miami,FL,"Miami, FL",USA,On-site,2025-03-22,2025-05-18,Senior,Full-time,Education,"$152,625","$209,169","$180,897","['GKE', 'CI/CD', 'Python', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,20,"$164,546",30 days,
JD-1020,GCP Security Specialist,Green-Romero,Nashville,TN,"Nashville, TN",USA,Remote,2025-01-16,2025-04-24,Senior,Full-time,E-commerce,"$132,494","$224,933","$178,713","['GKE', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,85,"$162,483",older than 30 days,
JD-1021,GCP Site Reliability Engineer,Sherman Inc,Charlotte,NC,"Charlotte, NC",USA,Remote,2025-01-23,2025-05-09,Senior,Full-time,Education,"$186,734","$272,572","$229,653","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,78,"$171,317",older than 30 days,
JD-1022,GCP Security Specialist,Armstrong-Smith,Nashville,TN,"Nashville, TN",USA,Remote,2025-02-23,2025-05-06,Entry-level,Contract,Healthcare,"$54,659","$82,973","$68,816","['CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,47,"$162,483",older than 30 days,
JD-1023,GCP Data Engineer,Trujillo PLC,Nashville,TN,"Nashville, TN",USA,On-site,2025-02-12,2025-06-04,Senior,Contract,Telecommunications,"$160,787","$229,257","$195,022","['GKE', 'Docker', 'BigQuery', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,58,"$162,483",older than 30 days,
