job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-807,AWS Cloud Engineer,Bell-Stanley,Portland,OR,"Portland, OR",USA,Remote,2/14/2025,4/12/2025,Entry-level,Contract,Finance,76494,92270,84382,"['AWS EC2', 'Terraform', 'Python', 'CloudFormation', 'Docker', 'Azure DevOps']","['Terraform Associate', 'Microsoft Azure Fundamentals']",AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,56,Older than 30 Days,166068.75
JD-808,Google Cloud Platform Engineer,Wong PLC,Chicago,IL,"Chicago, IL",USA,Hybrid,2/4/2025,3/16/2025,Mid-level,Full-time,Healthcare,97836,149935,123885,"['Docker', 'Kubernetes', 'Python', 'Azure DevOps', 'CloudFormation']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,66,Older than 30 Days,159980.67
JD-809,AWS Cloud Engineer,"Jones, Torres and Morgan",Las Vegas,NV,"Las Vegas, NV",USA,On-site,1/19/2025,2/3/2025,Senior,Full-time,Education,245607,367888,306747,"['Azure DevOps', 'Terraform', 'GCP', 'Linux', 'CloudFormation', 'CI/CD', 'Docker']","['AWS Certified Solutions Architect', 'Terraform Associate']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,82,Older than 30 Days,169535.59
JD-810,Site Reliability Engineer,"Nguyen, Murray and Boyer",San Diego,CA,"San Diego, CA",USA,On-site,1/12/2025,3/11/2025,Mid-level,Contract,E-commerce,114947,138624,126785,"['GCP', 'Azure DevOps', 'Linux', 'CloudFormation', 'Kubernetes', 'Terraform', 'CI/CD']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,89,Older than 30 Days,158378.38
JD-811,Cloud Data Engineer,"Valenzuela, Adams and Dominguez",Atlanta,GA,"Atlanta, GA",USA,Remote,3/7/2025,4/2/2025,Senior,Full-time,Education,138473,202405,170439,"['CloudFormation', 'Terraform', 'Docker', 'Azure DevOps', 'GCP']",['Terraform Associate'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,35,Older than 30 Days,158840.08
JD-812,Cloud Solutions Architect,Odom Group,Detroit,MI,"Detroit, MI",USA,On-site,3/9/2025,4/10/2025,Senior,Contract,Education,162936,225305,194120,"['Linux', 'Terraform', 'CI/CD', 'GCP', 'CloudFormation', 'Kubernetes', 'Azure DevOps']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,33,Older than 30 Days,171648.94
JD-813,AWS Cloud Engineer,Morris-Davis,Portland,OR,"Portland, OR",USA,Remote,3/7/2025,4/30/2025,Mid-level,Full-time,Finance,103871,141293,122582,"['Kubernetes', 'CI/CD', 'Python', 'CloudFormation', 'Azure DevOps']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,35,Older than 30 Days,166068.75
JD-814,Cloud Data Engineer,Vazquez and Sons,Phoenix,AZ,"Phoenix, AZ",USA,Remote,2/27/2025,3/30/2025,Senior,Full-time,Education,156184,194109,175146,"['Docker', 'Terraform', 'GCP', 'Linux', 'CI/CD']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,43,Older than 30 Days,172578.9
JD-815,Google Cloud Platform Engineer,Shaw-Hubbard,Chicago,IL,"Chicago, IL",USA,Hybrid,2/12/2025,4/8/2025,Entry-level,Full-time,Education,53849,85783,69816,"['Docker', 'Kubernetes', 'CI/CD', 'Terraform', 'AWS EC2', 'Python', 'Azure DevOps']",['AWS Certified Solutions Architect'],Azure,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,58,Older than 30 Days,159980.67
JD-816,Google Cloud Platform Engineer,Mendez LLC,New York,NY,"New York, NY",USA,On-site,2/12/2025,3/6/2025,Senior,Contract,Telecommunications,164625,228310,196467,"['CloudFormation', 'Docker', 'Terraform', 'Python', 'AWS EC2']","['Terraform Associate', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,58,Older than 30 Days,169521.14
JD-817,Site Reliability Engineer,Crawford Inc,Denver,CO,"Denver, CO",USA,Hybrid,2/22/2025,4/23/2025,Mid-level,Full-time,Education,98876,148231,123553,"['CI/CD', 'Docker', 'Kubernetes', 'Python', 'Terraform', 'Linux', 'GCP']","['Microsoft Azure Fundamentals', 'Google Professional Cloud Architect']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,48,Older than 30 Days,152551.08
JD-818,Cloud Infrastructure Engineer,"Lewis, Baker and Evans",Miami,FL,"Miami, FL",USA,Hybrid,4/2/2025,5/8/2025,Senior,Full-time,Healthcare,136453,204059,170256,"['CI/CD', 'CloudFormation', 'GCP', 'Azure DevOps', 'Docker', 'Linux']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,9,Posted in Last 10 Days,164545.78
JD-819,DevOps Engineer,Ballard-Weber,Detroit,MI,"Detroit, MI",USA,Hybrid,3/7/2025,4/30/2025,Entry-level,Contract,Finance,68847,94868,81857,"['Linux', 'CloudFormation', 'GCP', 'Docker', 'Terraform', 'Python', 'CI/CD']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,35,Older than 30 Days,171648.94
JD-820,Site Reliability Engineer,"Richard, Davis and Rogers",Boston,MA,"Boston, MA",USA,On-site,1/19/2025,2/21/2025,Senior,Full-time,Finance,156687,217651,187169,"['Docker', 'CI/CD', 'Terraform', 'CloudFormation', 'AWS EC2']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,82,Older than 30 Days,157901.38
JD-821,Site Reliability Engineer,"Solis, Alvarez and Clark",Miami,FL,"Miami, FL",USA,Hybrid,1/17/2025,2/20/2025,Senior,Contract,Healthcare,237493,337438,287465,"['GCP', 'CloudFormation', 'Azure DevOps', 'Python', 'AWS EC2', 'Linux', 'Kubernetes', 'Docker']","['AWS Certified Solutions Architect', 'Terraform Associate']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,84,Older than 30 Days,164545.78
JD-822,Cloud Data Engineer,Pearson LLC,Nashville,TN,"Nashville, TN",USA,Hybrid,3/29/2025,5/13/2025,Mid-level,Contract,Telecommunications,105811,140534,123172,"['Terraform', 'GCP', 'CloudFormation', 'CI/CD', 'Python']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,13,Posted in Last 30 Days,162482.82
JD-823,Cloud Infrastructure Engineer,Reynolds-Fernandez,San Diego,CA,"San Diego, CA",USA,On-site,2/28/2025,4/11/2025,Senior,Full-time,Healthcare,136915,199598,168256,"['Docker', 'CI/CD', 'AWS EC2', 'Azure DevOps', 'CloudFormation', 'Terraform']",['Google Professional Cloud Architect'],Azure,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,42,Older than 30 Days,158378.38
JD-824,Cloud Data Engineer,Morales-Weber,Charlotte,NC,"Charlotte, NC",USA,Remote,1/30/2025,3/10/2025,Senior,Full-time,E-commerce,214538,256458,235498,"['Kubernetes', 'Python', 'Azure DevOps', 'Docker', 'CloudFormation', 'AWS EC2', 'Linux']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,71,Older than 30 Days,171317.19
JD-825,Cloud Security Engineer,"Hines, White and Smith",Las Vegas,NV,"Las Vegas, NV",USA,On-site,2/24/2025,3/29/2025,Entry-level,Full-time,Healthcare,51831,92107,71969,"['CI/CD', 'Azure DevOps', 'Docker', 'AWS EC2', 'Python', 'CloudFormation', 'Linux']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,46,Older than 30 Days,169535.59
JD-826,Azure DevOps Specialist,"Huffman, Ray and Lewis",Las Vegas,NV,"Las Vegas, NV",USA,On-site,3/20/2025,4/7/2025,Senior,Contract,Education,234363,384424,309393,"['Terraform', 'Linux', 'Kubernetes', 'CloudFormation', 'Azure DevOps', 'Docker', 'AWS EC2']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",AWS,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,22,Posted in Last 30 Days,169535.59
JD-827,Cloud Solutions Architect,"Hurley, Adams and Little",Chicago,IL,"Chicago, IL",USA,Hybrid,3/31/2025,5/14/2025,Entry-level,Full-time,Finance,70504,99975,85239,"['Docker', 'AWS EC2', 'Azure DevOps', 'Terraform', 'Linux', 'Kubernetes']",['Terraform Associate'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,11,Posted in Last 30 Days,159980.67
JD-828,Cloud Security Engineer,"Farrell, Meadows and Michael",Philadelphia,PA,"Philadelphia, PA",USA,On-site,3/30/2025,5/22/2025,Senior,Full-time,Finance,166167,183904,175035,"['Kubernetes', 'CloudFormation', 'CI/CD', 'AWS EC2', 'Azure DevOps']",['AWS Certified Solutions Architect'],AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,12,Posted in Last 30 Days,164775.67
JD-829,Google Cloud Platform Engineer,"Brown, Gonzalez and Ford",Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,3/22/2025,4/21/2025,Mid-level,Full-time,Telecommunications,108699,135202,121950,"['CloudFormation', 'Terraform', 'Python', 'Azure DevOps', 'CI/CD', 'Kubernetes', 'Docker', 'GCP']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,20,Posted in Last 30 Days,172578.9
JD-830,Google Cloud Platform Engineer,Francis LLC,Atlanta,GA,"Atlanta, GA",USA,Remote,2/3/2025,3/16/2025,Senior,Contract,Healthcare,248122,277041,262581,"['AWS EC2', 'CloudFormation', 'Docker', 'CI/CD', 'Python', 'Kubernetes', 'Terraform', 'Azure DevOps']",['Google Professional Cloud Architect'],AWS,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,67,Older than 30 Days,158840.08
JD-831,AWS Cloud Engineer,Jenkins-Dalton,Charlotte,NC,"Charlotte, NC",USA,Remote,4/2/2025,4/26/2025,Senior,Contract,Telecommunications,161505,189225,175365,"['Linux', 'CloudFormation', 'Terraform', 'Python', 'Docker', 'Azure DevOps', 'Kubernetes', 'AWS EC2']",['Terraform Associate'],AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,9,Posted in Last 10 Days,171317.19
JD-832,Cloud Data Engineer,Walters Group,Detroit,MI,"Detroit, MI",USA,On-site,4/9/2025,5/24/2025,Entry-level,Full-time,Telecommunications,72383,99011,85697,"['Linux', 'CloudFormation', 'Python', 'GCP', 'Docker', 'Azure DevOps', 'CI/CD', 'AWS EC2']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,2,Posted in Last 5 Days,171648.94
JD-833,AWS Cloud Engineer,Lucas-Scott,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2/5/2025,3/13/2025,Entry-level,Contract,Education,76554,91716,84135,"['AWS EC2', 'Linux', 'Python', 'Kubernetes', 'Azure DevOps', 'GCP', 'Terraform', 'Docker']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,65,Older than 30 Days,172578.9
JD-834,Azure DevOps Specialist,Sullivan Inc,Detroit,MI,"Detroit, MI",USA,Remote,3/10/2025,5/6/2025,Entry-level,Full-time,Healthcare,79405,84989,82197,"['Python', 'CloudFormation', 'Docker', 'CI/CD', 'AWS EC2', 'Kubernetes']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,32,Older than 30 Days,171648.94
JD-835,Google Cloud Platform Engineer,Johnson LLC,Denver,CO,"Denver, CO",USA,Remote,1/25/2025,3/16/2025,Mid-level,Full-time,E-commerce,105924,144167,125045,"['Terraform', 'AWS EC2', 'Kubernetes', 'GCP', 'Linux', 'Docker', 'CI/CD']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,76,Older than 30 Days,152551.08
JD-836,Cloud Security Engineer,Castro-Graham,Portland,OR,"Portland, OR",USA,On-site,2/25/2025,4/23/2025,Senior,Contract,Education,222670,368795,295732,"['CI/CD', 'GCP', 'AWS EC2', 'Linux', 'CloudFormation', 'Terraform', 'Azure DevOps', 'Kubernetes']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,45,Older than 30 Days,166068.75
JD-837,Cloud Data Engineer,Harris LLC,Boston,MA,"Boston, MA",USA,On-site,3/14/2025,4/12/2025,Senior,Full-time,Finance,144079,198147,171113,"['GCP', 'Terraform', 'CI/CD', 'Docker', 'Azure DevOps', 'Python']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,28,Posted in Last 30 Days,157901.38
JD-838,DevOps Engineer,Green LLC,Atlanta,GA,"Atlanta, GA",USA,Hybrid,1/24/2025,3/12/2025,Mid-level,Full-time,Telecommunications,92876,143446,118161,"['GCP', 'Linux', 'CloudFormation', 'CI/CD', 'Terraform', 'Python', 'Kubernetes', 'AWS EC2']",['Google Professional Cloud Architect'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,77,Older than 30 Days,158840.08
JD-839,DevOps Engineer,"Thompson, Phelps and Stuart",San Francisco,CA,"San Francisco, CA",USA,Remote,3/15/2025,5/9/2025,Senior,Full-time,Healthcare,156794,195514,176154,"['Docker', 'CloudFormation', 'CI/CD', 'AWS EC2', 'Linux']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,27,Posted in Last 30 Days,158378.38
JD-840,AWS Cloud Engineer,Brown Inc,Charlotte,NC,"Charlotte, NC",USA,Hybrid,2/27/2025,4/14/2025,Senior,Full-time,Education,206845,299802,253323,"['Linux', 'Python', 'Docker', 'Kubernetes', 'CloudFormation']",['AWS Certified Solutions Architect'],AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,43,Older than 30 Days,171317.19
JD-841,Cloud Solutions Architect,"Evans, Brown and Friedman",New York,NY,"New York, NY",USA,On-site,2/10/2025,4/4/2025,Senior,Full-time,Education,139902,179317,159609,"['Azure DevOps', 'Linux', 'CI/CD', 'Docker', 'GCP']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,60,Older than 30 Days,169521.14
JD-842,Site Reliability Engineer,Powers-Blackwell,Chicago,IL,"Chicago, IL",USA,Remote,4/8/2025,4/30/2025,Senior,Contract,Finance,158129,177270,167699,"['Docker', 'CI/CD', 'CloudFormation', 'Terraform', 'Python', 'AWS EC2', 'GCP']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,3,Posted in Last 5 Days,159980.67
JD-843,Cloud Solutions Architect,"Cameron, Young and Duncan",Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,2/18/2025,3/11/2025,Mid-level,Full-time,Finance,119396,125585,122490,"['Azure DevOps', 'GCP', 'Linux', 'Python', 'Kubernetes', 'Docker', 'Terraform', 'CI/CD']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,52,Older than 30 Days,160070.32
JD-844,Site Reliability Engineer,Boyd PLC,San Diego,CA,"San Diego, CA",USA,Remote,2/28/2025,3/20/2025,Senior,Contract,E-commerce,146312,223418,184865,"['AWS EC2', 'CloudFormation', 'Azure DevOps', 'Python', 'Docker', 'Terraform']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,42,Older than 30 Days,158378.38
JD-845,Azure DevOps Specialist,"King, Wilkerson and Young",Detroit,MI,"Detroit, MI",USA,Hybrid,3/27/2025,4/27/2025,Entry-level,Full-time,Healthcare,63714,85769,74741,"['CI/CD', 'CloudFormation', 'Azure DevOps', 'Kubernetes', 'Docker', 'GCP', 'AWS EC2', 'Terraform']",['Terraform Associate'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,15,Posted in Last 30 Days,171648.94
JD-846,Cloud Security Engineer,Murphy-Silva,Portland,OR,"Portland, OR",USA,Remote,1/22/2025,2/28/2025,Entry-level,Full-time,Education,50252,81252,65752,"['Azure DevOps', 'GCP', 'Terraform', 'Docker', 'Linux', 'CloudFormation', 'Python', 'Kubernetes']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,79,Older than 30 Days,166068.75
JD-847,AWS Cloud Engineer,"Manning, Walls and Robinson",Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,2/17/2025,3/19/2025,Mid-level,Full-time,Education,116548,126905,121726,"['Docker', 'CloudFormation', 'Azure DevOps', 'Terraform', 'CI/CD', 'Python', 'Linux']","['Google Professional Cloud Architect', 'AWS Certified Solutions Architect']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,53,Older than 30 Days,160070.32
JD-848,Cloud Infrastructure Engineer,Lewis LLC,Denver,CO,"Denver, CO",USA,Hybrid,1/21/2025,3/22/2025,Mid-level,Full-time,Healthcare,118202,124547,121374,"['Terraform', 'Python', 'Linux', 'Kubernetes', 'Docker', 'Azure DevOps']","['Google Professional Cloud Architect', 'Terraform Associate']",AWS,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,80,Older than 30 Days,152551.08
JD-849,Cloud Data Engineer,King-Lawrence,Atlanta,GA,"Atlanta, GA",USA,On-site,2/22/2025,3/29/2025,Entry-level,Contract,Healthcare,78055,83123,80589,"['Azure DevOps', 'CloudFormation', 'Terraform', 'AWS EC2', 'Python', 'GCP', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,48,Older than 30 Days,158840.08
JD-850,Cloud Data Engineer,"Brooks, Fry and Stewart",Charlotte,NC,"Charlotte, NC",USA,Remote,2/27/2025,3/14/2025,Mid-level,Contract,Education,115033,128802,121917,"['GCP', 'CI/CD', 'Linux', 'Kubernetes', 'Docker', 'Terraform', 'CloudFormation']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,43,Older than 30 Days,171317.19
JD-851,Azure DevOps Specialist,Vega-Richmond,Miami,FL,"Miami, FL",USA,Remote,2/21/2025,3/8/2025,Entry-level,Contract,Telecommunications,75765,96152,85958,"['GCP', 'Terraform', 'Kubernetes', 'AWS EC2', 'CloudFormation', 'Python', 'CI/CD']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,49,Older than 30 Days,164545.78
JD-852,DevOps Engineer,Cox Ltd,Dallas,TX,"Dallas, TX",USA,Hybrid,4/6/2025,5/29/2025,Entry-level,Contract,E-commerce,64877,93405,79141,"['CI/CD', 'Terraform', 'CloudFormation', 'Linux', 'Azure DevOps', 'Docker', 'Kubernetes', 'Python']",['AWS Certified Solutions Architect'],AWS,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,5,Posted in Last 5 Days,171058.7
JD-853,Cloud Data Engineer,Smith-Rasmussen,Dallas,TX,"Dallas, TX",USA,Hybrid,2/15/2025,4/12/2025,Mid-level,Contract,Finance,98105,144510,121307,"['GCP', 'Docker', 'AWS EC2', 'Python', 'CI/CD']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,55,Older than 30 Days,171058.7
