job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-605,AWS Solutions Architect,InfoLabs,"New York, NY",2/28/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Scala, and security best practices.","C#, Kubernetes, Git, Terraform, TypeScript","$120,000 - $140,000",Glassdoor,Full-time,Entry-level,3/12/25,Remote,501-1000 employees,Software Development,"401(k) matching, Health insurance, Paid time off, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1104,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Cloud Developer, Java",40 hours/week,CST,jobs@company.com
JD-606,AWS DevOps Engineer,Innovatech LLC,"New York, NY",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Swift, Git, and security best practices.","AWS CLI, Node.js, TypeScript, Scala, Terraform, Git","$80,000 - $100,000",Indeed,Contract,Mid-level,3/22/25,Onsite,51-200 employees,Cybersecurity,"Stock options, Professional development stipend","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1105,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, Python",35 hours/week,CST,jobs@company.com
JD-607,AWS DevOps Engineer,TechSolutions Inc.,"Seattle, WA",2/19/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, Go, and security best practices.","Kubernetes, Git, Jenkins, Prometheus, Scala","$100,000 - $120,000",LinkedIn,Full-time,Mid-level,3/19/25,Hybrid,51-200 employees,Cloud Computing,"Professional development stipend, 401(k) matching, Stock options","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1106,https://www.company.com,HR Team,2/20/25,"Docker, AWS, Python, EKS, Java",40 hours/week,MST,jobs@company.com
JD-608,AWS DevOps Engineer,CyberPartners,"Remote, USA",2/15/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Prometheus, and security best practices.","Python, PHP, Scala, AWS CLI","$80,000 - $100,000",Indeed,Contract,Senior-level,3/27/25,Onsite,201-500 employees,Cybersecurity,"Paid time off, Stock options, 401(k) matching, Professional development stipend",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1107,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, ECS",40 hours/week,CST,recruitment@company.com
JD-609,AWS DevOps Engineer,Innovatech LLC,"Chicago, IL",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Java, and security best practices.","Ansible, Jenkins, Swift, Java, Docker, C#","$100,000 - $120,000",Indeed,Internship,Entry-level,3/11/25,Remote,1000+ employees,Information Technology,"Stock options, Professional development stipend",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1108,https://www.company.com,HR Team,2/20/25,"Java, Python, EKS, Docker, ECS",35 hours/week,PST,jobs@company.com
JD-610,AWS Solutions Architect,Innovatech LLC,"San Francisco, CA",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Docker, and security best practices.","Go, Python, Git, Kubernetes, C#, Swift","$120,000 - $140,000",Company Website,Internship,Mid-level,3/1/25,Onsite,501-1000 employees,Cybersecurity,"Stock options, Health insurance, Paid time off","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1109,https://www.company.com,HR Team,2/20/25,"Java, Docker, Python, Cloud Developer",35 hours/week,EST,recruitment@company.com
JD-611,AWS Cloud Developer,Innovatech LLC,"Chicago, IL",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Docker, TypeScript, and security best practices.","Python, Git, C#, Jenkins","$140,000 - $160,000",LinkedIn,Full-time,Mid-level,3/16/25,Remote,501-1000 employees,Software Development,"Paid time off, Stock options, Professional development stipend, Health insurance","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1110,https://www.company.com,HR Team,2/20/25,"Python, Cloud Developer, ECS, AWS, Docker",40 hours/week,EST,careers@company.com
JD-612,AWS Solutions Architect,TechSolutions Inc.,"Austin, TX",2/4/25,"Develop and manage AWS cloud infrastructure. Work on Scala, TypeScript, and security best practices.","Scala, Node.js, Kubernetes, AWS CLI, Ruby, Swift","$120,000 - $140,000",Indeed,Part-time,Mid-level,3/1/25,Onsite,1000+ employees,Cloud Computing,"Stock options, 401(k) matching","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1111,https://www.company.com,HR Team,2/20/25,"Python, ECS, Docker, EKS, Cloud Developer",35 hours/week,EST,recruitment@company.com
JD-613,AWS DevOps Engineer,NetVentures,"New York, NY",2/25/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Kubernetes, and security best practices.","Docker, Ruby, Scala, Java, Python, Go","$100,000 - $120,000",Indeed,Contract,Mid-level,3/3/25,Remote,1000+ employees,Cloud Computing,"Paid time off, Health insurance, 401(k) matching, Professional development stipend","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1112,https://www.company.com,HR Team,2/20/25,"Docker, Java, Cloud Developer",Flexible,MST,jobs@company.com
JD-614,AWS DevOps Engineer,Innovatech LLC,"New York, NY",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, TypeScript, and security best practices.","AWS CLI, Python, Swift, Terraform, Docker, Scala","$120,000 - $140,000",Company Website,Full-time,Entry-level,3/17/25,Onsite,1000+ employees,Software Development,"Paid time off, Stock options, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1113,https://www.company.com,HR Team,2/20/25,"Python, EKS, Docker, Java, Cloud Developer",35 hours/week,CST,jobs@company.com
JD-615,AWS Cloud Engineer,NextGen Systems,"Remote, USA",2/7/25,"Develop and manage AWS cloud infrastructure. Work on C#, Node.js, and security best practices.","Docker, Scala, TypeScript, Git, Terraform","$100,000 - $120,000",Indeed,Full-time,Mid-level,3/28/25,Hybrid,1-50 employees,Cloud Computing,"401(k) matching, Paid time off, Health insurance","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1114,https://www.company.com,HR Team,2/20/25,"EKS, ECS, Python",35 hours/week,CST,careers@company.com
JD-616,AWS Cloud Consultant,NetVentures,"Houston, TX",2/10/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, C#, and security best practices.","C#, AWS CLI, Jenkins, Node.js","$140,000 - $160,000",LinkedIn,Full-time,Senior-level,3/27/25,Onsite,201-500 employees,Cybersecurity,"Stock options, Paid time off, Health insurance, 401(k) matching","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1115,https://www.company.com,HR Team,2/20/25,"Docker, AWS, Cloud Developer",35 hours/week,MST,recruitment@company.com
JD-617,AWS DevOps Engineer,CyberPartners,"Remote, USA",2/27/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Terraform, and security best practices.","Docker, Prometheus, Java, Terraform, PHP, Python","$80,000 - $100,000",Indeed,Part-time,Mid-level,3/27/25,Remote,1000+ employees,Information Technology,"Stock options, Paid time off, Professional development stipend, Health insurance",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1116,https://www.company.com,HR Team,2/20/25,"ECS, Java, Cloud Developer, EKS, Docker",Flexible,EST,careers@company.com
JD-618,AWS Systems Administrator,NextGen Systems,"Houston, TX",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Swift, and security best practices.","Java, PHP, Docker, Ruby, Prometheus, Terraform","$100,000 - $120,000",Glassdoor,Part-time,Entry-level,3/2/25,Remote,1000+ employees,Information Technology,"Paid time off, Stock options, Health insurance","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1117,https://www.company.com,HR Team,2/20/25,"AWS, Python, ECS",35 hours/week,EST,careers@company.com
JD-619,AWS Network Engineer,NetVentures,"San Francisco, CA",2/4/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Jenkins, and security best practices.","Python, Scala, Jenkins, Kubernetes, Ruby, Java","$140,000 - $160,000",Indeed,Internship,Entry-level,3/15/25,Onsite,201-500 employees,Information Technology,"Stock options, Health insurance, Paid time off, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1118,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Java, Python, Docker, ECS",Flexible,PST,recruitment@company.com
JD-620,AWS Network Engineer,CloudPeak Corp.,"Remote, USA",2/12/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Docker, and security best practices.","Docker, Prometheus, Ansible, PHP, Kubernetes, Git","$100,000 - $120,000",Indeed,Part-time,Entry-level,3/26/25,Remote,201-500 employees,Information Technology,"Professional development stipend, Health insurance, Stock options","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1119,https://www.company.com,HR Team,2/20/25,"Java, ECS, Cloud Developer, EKS",Flexible,PST,jobs@company.com
JD-621,AWS Systems Administrator,InfoLabs,"Chicago, IL",2/25/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Node.js, and security best practices.","Ansible, TypeScript, AWS CLI, Python, Java","$80,000 - $100,000",LinkedIn,Contract,Entry-level,3/19/25,Hybrid,201-500 employees,Information Technology,"Professional development stipend, Health insurance, 401(k) matching, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1120,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Docker, EKS, Java, AWS",40 hours/week,CST,jobs@company.com
JD-622,AWS Cloud Engineer,CyberPartners,"Seattle, WA",2/17/25,"Develop and manage AWS cloud infrastructure. Work on C#, Ansible, and security best practices.","TypeScript, Go, Jenkins, C#","$120,000 - $140,000",Glassdoor,Internship,Mid-level,3/24/25,Remote,501-1000 employees,Cloud Computing,"401(k) matching, Paid time off",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1121,https://www.company.com,HR Team,2/20/25,"Python, ECS, Cloud Developer",40 hours/week,CST,jobs@company.com
JD-623,AWS Solutions Architect,TechSolutions Inc.,"Austin, TX",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, Terraform, and security best practices.","Jenkins, Python, Node.js, Scala","$120,000 - $140,000",Indeed,Contract,Mid-level,3/30/25,Hybrid,51-200 employees,Cybersecurity,"401(k) matching, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1122,https://www.company.com,HR Team,2/20/25,"Python, ECS, Java, Cloud Developer, Docker",Flexible,PST,recruitment@company.com
JD-624,AWS Systems Administrator,CyberPartners,"Houston, TX",2/2/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Python, and security best practices.","Docker, TypeScript, Ansible, C#, Kubernetes","$120,000 - $140,000",Company Website,Part-time,Senior-level,3/14/25,Onsite,201-500 employees,Information Technology,"Paid time off, 401(k) matching, Stock options, Professional development stipend",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1123,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Java, AWS, Docker, EKS",Flexible,MST,careers@company.com
JD-625,AWS Cloud Engineer,NextGen Systems,"Remote, USA",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Java, PHP, and security best practices.","Ruby, Scala, Node.js, Java, Swift","$140,000 - $160,000",Company Website,Contract,Senior-level,3/13/25,Hybrid,501-1000 employees,Information Technology,"Stock options, Paid time off, Health insurance, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1124,https://www.company.com,HR Team,2/20/25,"Java, ECS, Docker, AWS",Flexible,EST,jobs@company.com
JD-626,AWS Cloud Engineer,NetVentures,"Denver, CO",2/8/25,"Develop and manage AWS cloud infrastructure. Work on Swift, Swift, and security best practices.","Ruby, Scala, Swift, Docker","$120,000 - $140,000",Glassdoor,Internship,Senior-level,3/13/25,Hybrid,201-500 employees,Information Technology,"Professional development stipend, Stock options","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1125,https://www.company.com,HR Team,2/20/25,"ECS, Docker, AWS, Python",Flexible,MST,jobs@company.com
JD-627,AWS Cloud Engineer,NetVentures,"Denver, CO",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Docker, and security best practices.","Go, C#, AWS CLI, PHP","$80,000 - $100,000",Company Website,Internship,Senior-level,3/2/25,Hybrid,1000+ employees,Cybersecurity,"Paid time off, Health insurance, Professional development stipend, Stock options",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1126,https://www.company.com,HR Team,2/20/25,"ECS, Docker, Cloud Developer, EKS, AWS",35 hours/week,CST,recruitment@company.com
JD-628,AWS Cloud Engineer,Innovatech LLC,"Chicago, IL",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, C#, and security best practices.","Ruby, Python, Jenkins, Ansible, Terraform","$100,000 - $120,000",Indeed,Internship,Senior-level,3/12/25,Remote,501-1000 employees,Information Technology,"Health insurance, Professional development stipend, Stock options","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1127,https://www.company.com,HR Team,2/20/25,"EKS, AWS, Docker, ECS, Cloud Developer",Flexible,PST,recruitment@company.com
JD-629,AWS Cloud Engineer,NextGen Systems,"Houston, TX",2/5/25,"Develop and manage AWS cloud infrastructure. Work on Go, Ruby, and security best practices.","Git, Java, Terraform, C#","$80,000 - $100,000",Indeed,Internship,Senior-level,3/11/25,Onsite,1-50 employees,Cybersecurity,"Professional development stipend, Paid time off, Stock options, Health insurance",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1128,https://www.company.com,HR Team,2/20/25,"Docker, AWS, EKS, Python, ECS",Flexible,PST,recruitment@company.com
JD-630,AWS Cloud Developer,NextGen Systems,"New York, NY",2/2/25,"Develop and manage AWS cloud infrastructure. Work on Python, Java, and security best practices.","Ruby, Kubernetes, Git, PHP, AWS CLI","$140,000 - $160,000",Company Website,Internship,Senior-level,3/18/25,Remote,1000+ employees,Software Development,"Professional development stipend, Paid time off, Health insurance, 401(k) matching","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1129,https://www.company.com,HR Team,2/20/25,"Python, Java, Cloud Developer",40 hours/week,MST,jobs@company.com
JD-631,AWS Solutions Architect,TechSolutions Inc.,"Houston, TX",2/21/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Git, and security best practices.","Ansible, Swift, Git, PHP, Scala, Terraform","$100,000 - $120,000",Glassdoor,Contract,Entry-level,3/11/25,Remote,51-200 employees,Software Development,"Paid time off, 401(k) matching, Health insurance","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1130,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Python, Cloud Developer",Flexible,CST,careers@company.com
JD-632,AWS Cloud Consultant,TechSolutions Inc.,"San Francisco, CA",2/16/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Kubernetes, and security best practices.","Swift, PHP, Node.js, Docker, TypeScript, Git","$100,000 - $120,000",LinkedIn,Part-time,Mid-level,3/26/25,Remote,1-50 employees,Cloud Computing,"Health insurance, 401(k) matching, Paid time off","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1131,https://www.company.com,HR Team,2/20/25,"ECS, Python, Java",35 hours/week,EST,recruitment@company.com
JD-633,AWS Cloud Consultant,NextGen Systems,"Houston, TX",2/3/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Java, and security best practices.","Kubernetes, Jenkins, PHP, AWS CLI, Java","$120,000 - $140,000",Company Website,Internship,Senior-level,3/22/25,Hybrid,201-500 employees,Cloud Computing,"Professional development stipend, Health insurance, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1132,https://www.company.com,HR Team,2/20/25,"EKS, Python, ECS, Java",40 hours/week,MST,recruitment@company.com
JD-634,AWS Security Engineer,NextGen Systems,"Houston, TX",2/17/25,"Develop and manage AWS cloud infrastructure. Work on Python, Ruby, and security best practices.","Prometheus, Scala, Kubernetes, Java","$80,000 - $100,000",Company Website,Contract,Senior-level,3/6/25,Remote,1-50 employees,Cloud Computing,"401(k) matching, Health insurance, Professional development stipend, Paid time off","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1133,https://www.company.com,HR Team,2/20/25,"Python, AWS, Java, EKS",40 hours/week,PST,careers@company.com
JD-635,AWS Cloud Developer,CyberPartners,"Denver, CO",2/16/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Ruby, and security best practices.","Jenkins, Prometheus, Scala, Go","$80,000 - $100,000",LinkedIn,Internship,Entry-level,3/26/25,Hybrid,51-200 employees,Information Technology,"Professional development stipend, Health insurance","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1134,https://www.company.com,HR Team,2/20/25,"Docker, EKS, Java, Python",35 hours/week,EST,recruitment@company.com
JD-636,AWS Security Engineer,CloudPeak Corp.,"Remote, USA",2/16/25,"Develop and manage AWS cloud infrastructure. Work on C#, Python, and security best practices.","TypeScript, Prometheus, Terraform, Git, Node.js, C#","$120,000 - $140,000",Indeed,Part-time,Entry-level,3/4/25,Onsite,501-1000 employees,Cloud Computing,"Paid time off, 401(k) matching, Health insurance, Professional development stipend","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1135,https://www.company.com,HR Team,2/20/25,"EKS, ECS, Cloud Developer",40 hours/week,MST,recruitment@company.com
JD-637,AWS Cloud Developer,CloudPeak Corp.,"New York, NY",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Ruby, and security best practices.","Swift, Java, Ansible, Jenkins","$100,000 - $120,000",Glassdoor,Contract,Senior-level,3/10/25,Remote,51-200 employees,Software Development,"Paid time off, Professional development stipend, 401(k) matching, Health insurance","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1136,https://www.company.com,HR Team,2/20/25,"EKS, ECS, Python, AWS",40 hours/week,PST,careers@company.com
JD-638,AWS Cloud Developer,NetVentures,"Chicago, IL",2/12/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Terraform, and security best practices.","Node.js, Prometheus, Scala, Java","$80,000 - $100,000",Indeed,Part-time,Entry-level,3/3/25,Hybrid,51-200 employees,Software Development,"Health insurance, 401(k) matching, Professional development stipend",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1137,https://www.company.com,HR Team,2/20/25,"Docker, Cloud Developer, Python, Java, AWS",40 hours/week,PST,jobs@company.com
JD-639,AWS Systems Administrator,CloudPeak Corp.,"Remote, USA",2/7/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Terraform, and security best practices.","TypeScript, Git, Terraform, Jenkins, Go","$120,000 - $140,000",Glassdoor,Internship,Entry-level,3/22/25,Remote,1000+ employees,Information Technology,"Health insurance, Stock options, 401(k) matching, Professional development stipend","Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1138,https://www.company.com,HR Team,2/20/25,"ECS, Docker, Java",40 hours/week,PST,jobs@company.com
JD-640,AWS Network Engineer,NetVentures,"Denver, CO",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Go, Ansible, and security best practices.","Ansible, Java, Ruby, Docker, PHP, Jenkins","$120,000 - $140,000",Glassdoor,Internship,Entry-level,3/25/25,Remote,51-200 employees,Cloud Computing,"Paid time off, Professional development stipend, Health insurance, Stock options","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1139,https://www.company.com,HR Team,2/20/25,"Python, AWS, Cloud Developer, Java",40 hours/week,CST,jobs@company.com
JD-641,AWS DevOps Engineer,CloudPeak Corp.,"Chicago, IL",2/15/25,"Develop and manage AWS cloud infrastructure. Work on Go, Python, and security best practices.","Jenkins, Kubernetes, Git, Scala, TypeScript","$140,000 - $160,000",LinkedIn,Full-time,Senior-level,3/15/25,Hybrid,1000+ employees,Cloud Computing,"Paid time off, Health insurance, Stock options, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1140,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Python, Java, AWS",Flexible,CST,recruitment@company.com
JD-642,AWS Systems Administrator,TechSolutions Inc.,"Austin, TX",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Docker, Prometheus, and security best practices.","Java, AWS CLI, Swift, Terraform, C#","$120,000 - $140,000",Company Website,Internship,Mid-level,3/23/25,Remote,201-500 employees,Cloud Computing,"Paid time off, Stock options","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1141,https://www.company.com,HR Team,2/20/25,"EKS, AWS, Python, Java, ECS",40 hours/week,EST,careers@company.com
JD-643,AWS Solutions Architect,TechSolutions Inc.,"Remote, USA",2/7/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, Prometheus, and security best practices.","Scala, Java, Python, C#, Swift, Ruby","$80,000 - $100,000",Glassdoor,Internship,Mid-level,3/1/25,Hybrid,201-500 employees,Information Technology,"Health insurance, 401(k) matching, Paid time off",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1142,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, Docker, Java, ECS",Flexible,PST,recruitment@company.com
JD-644,AWS DevOps Engineer,Skyline Technologies,"Boston, MA",2/13/25,"Develop and manage AWS cloud infrastructure. Work on PHP, Ruby, and security best practices.","Jenkins, Java, Ansible, Prometheus, TypeScript, Terraform","$140,000 - $160,000",Indeed,Contract,Senior-level,3/1/25,Onsite,1000+ employees,Information Technology,"Stock options, 401(k) matching",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1143,https://www.company.com,HR Team,2/20/25,"EKS, AWS, ECS",Flexible,CST,recruitment@company.com
JD-645,AWS Network Engineer,CloudPeak Corp.,"New York, NY",2/22/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Python, and security best practices.","Terraform, TypeScript, Kubernetes, C#, Git","$80,000 - $100,000",LinkedIn,Full-time,Senior-level,3/29/25,Remote,1-50 employees,Software Development,"Stock options, Health insurance, 401(k) matching",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1144,https://www.company.com,HR Team,2/20/25,"Docker, Cloud Developer, EKS",Flexible,PST,recruitment@company.com
JD-646,AWS Solutions Architect,NextGen Systems,"Seattle, WA",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Go, Git, and security best practices.","Python, Node.js, C#, Git, Docker, Java","$80,000 - $100,000",Indeed,Full-time,Mid-level,3/5/25,Onsite,501-1000 employees,Software Development,"Paid time off, Health insurance, 401(k) matching, Stock options","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1145,https://www.company.com,HR Team,2/20/25,"EKS, Python, Docker, ECS",35 hours/week,PST,recruitment@company.com
JD-647,AWS Security Engineer,Innovatech LLC,"Houston, TX",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, Java, and security best practices.","Kubernetes, Java, TypeScript, Node.js, Swift","$80,000 - $100,000",Glassdoor,Contract,Senior-level,3/23/25,Onsite,1000+ employees,Software Development,"Stock options, Paid time off, 401(k) matching, Health insurance","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1146,https://www.company.com,HR Team,2/20/25,"Python, Java, AWS, EKS",35 hours/week,EST,jobs@company.com
JD-648,AWS Network Engineer,CyberPartners,"Boston, MA",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Prometheus, and security best practices.","Node.js, Ansible, Scala, TypeScript","$120,000 - $140,000",Glassdoor,Full-time,Mid-level,3/16/25,Hybrid,501-1000 employees,Cybersecurity,"Health insurance, Professional development stipend, Stock options, Paid time off","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1147,https://www.company.com,HR Team,2/20/25,"AWS, Java, Docker, EKS",Flexible,EST,careers@company.com
JD-649,AWS Security Engineer,CloudPeak Corp.,"Boston, MA",2/3/25,"Develop and manage AWS cloud infrastructure. Work on Git, Node.js, and security best practices.","Node.js, Python, Docker, AWS CLI, Go","$80,000 - $100,000",Indeed,Contract,Entry-level,3/24/25,Remote,1000+ employees,Software Development,"Health insurance, Paid time off, 401(k) matching","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1148,https://www.company.com,HR Team,2/20/25,"ECS, AWS, EKS, Java, Python",35 hours/week,CST,careers@company.com
JD-650,AWS DevOps Engineer,Skyline Technologies,"Denver, CO",2/11/25,"Develop and manage AWS cloud infrastructure. Work on Go, Prometheus, and security best practices.","Terraform, Java, Ansible, Python, Prometheus, TypeScript","$140,000 - $160,000",LinkedIn,Contract,Senior-level,3/26/25,Remote,51-200 employees,Cloud Computing,"Professional development stipend, Health insurance, Paid time off, Stock options","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1149,https://www.company.com,HR Team,2/20/25,"Python, AWS, Java",Flexible,MST,jobs@company.com
JD-651,AWS Systems Administrator,CyberPartners,"Austin, TX",2/6/25,"Develop and manage AWS cloud infrastructure. Work on Docker, C#, and security best practices.","Git, Kubernetes, Ruby, Go","$100,000 - $120,000",Indeed,Full-time,Entry-level,3/1/25,Onsite,501-1000 employees,Cloud Computing,"Health insurance, Stock options","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1150,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, AWS, Python",35 hours/week,CST,jobs@company.com
JD-652,AWS Security Engineer,CloudPeak Corp.,"Boston, MA",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, TypeScript, and security best practices.","Java, Swift, Python, Kubernetes, Node.js","$140,000 - $160,000",Glassdoor,Internship,Entry-level,3/12/25,Remote,201-500 employees,Software Development,"Health insurance, Professional development stipend, Paid time off","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1151,https://www.company.com,HR Team,2/20/25,"ECS, Docker, AWS, EKS",Flexible,CST,recruitment@company.com
JD-653,AWS Systems Administrator,NextGen Systems,"Remote, USA",2/20/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Jenkins, and security best practices.","Docker, Kubernetes, Python, PHP","$120,000 - $140,000",LinkedIn,Internship,Mid-level,3/31/25,Onsite,51-200 employees,Software Development,"Stock options, 401(k) matching, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1152,https://www.company.com,HR Team,2/20/25,"EKS, Docker, Java",Flexible,MST,jobs@company.com
