job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older
GCP-101015,GCP Cloud Engineer,Accenture,Portland,OR,"Portland, OR",USA,Remote,2025-04-07,2025-05-09,Senior,Full-time,Media & Entertainment,"$186,336","$233,697","$210,016","['GKE', 'Cloud Storage', 'Cloud Run', 'Cloud Spanner', 'Pub/Sub', 'Vertex AI']",['Professional Data Engineer'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Active,Site Reliability Engineering,USD,24,"$111,058",30 days
GCP-101016,GCP Site Reliability Engineer,Deloitte,Philadelphia,PA,"Philadelphia, PA",USA,On-site,2025-04-25,2025-06-01,Mid,Full-time,Healthcare,"$53,819","$112,977","$83,398","['Pub/Sub', 'GKE', 'Cloud Storage', 'Cloud SQL', 'BigQuery', 'Cloud Spanner', 'Cloud Functions', 'Cloud Run']",['Professional Cloud Developer'],GCP,"Ensure high availability and performance of critical systems through monitoring, automation, and incident response on GCP.",Active,Cloud Engineering,USD,6,"$132,860",1 day
GCP-101017,GCP Big Data Engineer,Wipro,Detroit,MI,"Detroit, MI",USA,Remote,2025-01-05,2025-02-11,Mid,Part-time,Cybersecurity,"$178,378","$241,578","$209,978","['Cloud Storage', 'Dataflow', 'Cloud Spanner', 'Cloud Run', 'Vertex AI', 'GKE', 'Cloud SQL', 'Cloud Functions']",['Google Associate Cloud Engineer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Site Reliability Engineering,USD,116,"$149,575",5 days
GCP-101018,GCP Cloud Consultant,Wipro,Portland,OR,"Portland, OR",USA,Remote,2025-03-17,2025-04-08,Senior,Full-time,Retail,"$147,612","$347,949","$247,780","['GKE', 'Cloud Run', 'Dataflow', 'Cloud Functions', 'Cloud Spanner']",['Professional Data Engineer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud DevOps,USD,45,"$85,670",1 day
GCP-101019,GCP Security Engineer,Wipro,Baltimore,MD,"Baltimore, MD",USA,Hybrid,2024-11-10,2024-12-30,Mid,Full-time,Media & Entertainment,"$93,210","$192,084","$142,647","['Cloud Spanner', 'Cloud Functions', 'Cloud Storage', 'GKE', 'Cloud SQL']",['Professional Data Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Engineering,USD,172,"$137,172",older than 30 days
GCP-101020,GCP Data Engineer,Capgemini,Atlanta,GA,"Atlanta, GA",USA,Remote,2025-01-10,2025-02-05,Entry,Contract,Cloud Computing,"$150,672","$240,698","$195,685","['Dataflow', 'Cloud SQL', 'GKE', 'Cloud Functions', 'Cloud Run', 'Cloud Spanner']",['Professional Cloud Developer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Expired,Cloud Architecture,USD,111,"$119,790",5 days
GCP-101021,GCP Big Data Engineer,Capgemini,Charlotte,NC,"Charlotte, NC",USA,Remote,2024-11-10,2025-01-02,Mid,Part-time,Consulting Services,"$99,678","$243,753","$171,715","['Pub/Sub', 'GKE', 'Cloud SQL', 'Cloud Spanner', 'Cloud Storage', 'BigQuery']",['Professional Data Engineer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud DevOps,USD,172,"$125,573",1 day
GCP-101022,GCP Data Engineer,Cognizant,San Francisco,CA,"San Francisco, CA",USA,Remote,2025-01-04,2025-01-19,Senior,Part-time,Financial Services,"$200,338","$261,945","$231,141","['BigQuery', 'Cloud SQL', 'Cloud Run', 'Cloud Spanner', 'Pub/Sub']",['Professional Cloud Architect'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Architecture,USD,117,"$140,727",5 days
GCP-101023,GCP Cloud Consultant,Deloitte,Washington,DC,"Washington, DC",USA,On-site,2024-11-04,2024-12-23,Senior,Part-time,Media & Entertainment,"$176,102","$269,831","$222,966","['Pub/Sub', 'Cloud Storage', 'Vertex AI', 'BigQuery', 'Cloud Spanner', 'Dataflow', 'Cloud Functions', 'GKE', 'Cloud SQL', 'Cloud Run']",['Professional Data Engineer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud Operations,USD,178,"$95,159",older than 30 days
GCP-101024,GCP Big Data Engineer,EY,Philadelphia,PA,"Philadelphia, PA",USA,On-site,2024-11-08,2024-11-28,Mid,Contract,Media & Entertainment,"$70,059","$244,626","$157,342","['GKE', 'Pub/Sub', 'Dataflow', 'Cloud SQL', 'Vertex AI', 'Cloud Functions', 'Cloud Run', 'BigQuery', 'Cloud Spanner', 'Cloud Storage']",['Professional Cloud Developer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud DevOps,USD,174,"$127,988",30 days
GCP-101025,GCP Big Data Engineer,Infosys,Chicago,IL,"Chicago, IL",USA,Hybrid,2025-03-23,2025-05-10,Senior,Full-time,Cybersecurity,"$79,395","$317,830","$198,612","['BigQuery', 'Pub/Sub', 'Dataflow', 'Cloud Storage', 'Cloud SQL', 'Cloud Run', 'Vertex AI', 'Cloud Spanner']",['Professional Data Engineer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Expired,Cloud Engineering,USD,39,"$106,630",1 day
GCP-101026,GCP DevOps Engineer,EY,Philadelphia,PA,"Philadelphia, PA",USA,On-site,2025-05-29,2025-06-14,Entry,Part-time,Healthcare,"$144,393","$182,009","$163,201","['Cloud Run', 'Vertex AI', 'Cloud Functions', 'Cloud Storage', 'GKE']",['Professional Cloud Developer'],GCP,"Automate CI/CD pipelines and infrastructure deployments using GCP DevOps tools such as Cloud Build, Container Registry, and Deployment Manager.",Active,Cloud Architecture,USD,-28,"$102,948",older than 30 days
GCP-101027,GCP ML Engineer,IBM,Portland,OR,"Portland, OR",USA,Remote,2025-04-14,2025-05-29,Senior,Internship,Cloud Computing,"$62,387","$180,811","$121,599","['Cloud Spanner', 'Cloud Functions', 'Pub/Sub', 'Cloud SQL', 'GKE', 'Cloud Storage', 'BigQuery', 'Vertex AI', 'Cloud Run']",['Professional Data Engineer'],GCP,"Develop, train, and deploy machine learning models using Vertex AI, AutoML, and TensorFlow on the Google Cloud Platform.",Active,Cloud Architecture,USD,17,"$107,879",older than 30 days
GCP-101028,GCP DevOps Engineer,EY,Oklahoma City,OK,"Oklahoma City, OK",USA,Remote,2025-03-08,2025-03-29,Senior,Internship,Consulting Services,"$71,693","$137,379","$104,536","['Cloud SQL', 'Cloud Run', 'Dataflow', 'Cloud Functions', 'Cloud Storage', 'Pub/Sub', 'GKE', 'Cloud Spanner', 'BigQuery', 'Vertex AI']",['Professional Cloud Developer'],GCP,"Automate CI/CD pipelines and infrastructure deployments using GCP DevOps tools such as Cloud Build, Container Registry, and Deployment Manager.",Expired,Cloud Architecture,USD,54,"$132,099",5 days
GCP-101029,GCP Solutions Architect,Deloitte,Oklahoma City,OK,"Oklahoma City, OK",USA,Remote,2024-12-19,2025-01-28,Entry,Internship,Cybersecurity,"$74,292","$166,750","$120,521","['Dataflow', 'Pub/Sub', 'GKE', 'Vertex AI', 'Cloud Spanner', 'Cloud Storage', 'Cloud SQL', 'Cloud Functions']",['Google Associate Cloud Engineer'],GCP,"Create cloud architecture solutions and roadmaps tailored to business needs using GCP services like App Engine, Pub/Sub, and BigQuery.",Active,Site Reliability Engineering,USD,133,"$149,765",5 days
GCP-101030,GCP Big Data Engineer,EY,Kansas City,MO,"Kansas City, MO",USA,On-site,2025-01-05,2025-01-21,Senior,Full-time,Media & Entertainment,"$92,919","$137,875","$115,397","['BigQuery', 'Cloud Storage', 'Cloud Spanner', 'Pub/Sub', 'Dataflow', 'Cloud Functions', 'Cloud SQL', 'GKE', 'Vertex AI', 'Cloud Run']",['Professional Data Engineer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud Engineering,USD,116,"$147,449",30 days
GCP-101031,GCP Security Engineer,TCS,Milwaukee,WI,"Milwaukee, WI",USA,On-site,2024-12-08,2025-01-21,Senior,Part-time,Financial Services,"$177,365","$402,237","$289,801","['Cloud SQL', 'Pub/Sub', 'Cloud Storage', 'Cloud Spanner', 'Dataflow', 'BigQuery', 'GKE']",['Google Associate Cloud Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Architecture,USD,144,"$89,366",5 days
GCP-101032,GCP Site Reliability Engineer,Cognizant,Houston,TX,"Houston, TX",USA,On-site,2025-03-04,2025-04-30,Senior,Full-time,Consulting Services,"$86,086","$184,529","$135,307","['Cloud Storage', 'Cloud Run', 'Cloud SQL', 'GKE', 'Vertex AI', 'Cloud Spanner', 'Cloud Functions', 'Pub/Sub', 'BigQuery']",['Professional Data Engineer'],GCP,"Ensure high availability and performance of critical systems through monitoring, automation, and incident response on GCP.",Expired,Cloud Engineering,USD,58,"$92,960",30 days
GCP-101033,GCP DevOps Engineer,PwC,New York,NY,"New York, NY",USA,Remote,2024-12-23,2025-02-09,Mid,Full-time,Consulting Services,"$71,757","$139,526","$105,641","['Cloud Run', 'GKE', 'Vertex AI', 'Dataflow', 'Cloud Spanner', 'Cloud Functions', 'Cloud SQL', 'Pub/Sub', 'Cloud Storage', 'BigQuery']",['Professional Cloud Architect'],GCP,"Automate CI/CD pipelines and infrastructure deployments using GCP DevOps tools such as Cloud Build, Container Registry, and Deployment Manager.",Active,Cloud Security,USD,129,"$144,446",older than 30 days
GCP-101034,GCP Solutions Architect,Deloitte,Austin,TX,"Austin, TX",USA,On-site,2024-11-29,2024-12-14,Entry,Full-time,Financial Services,"$77,621","$214,352","$145,986","['Vertex AI', 'GKE', 'Pub/Sub', 'Cloud Functions', 'BigQuery', 'Dataflow', 'Cloud Run', 'Cloud SQL']",['Professional Cloud Architect'],GCP,"Create cloud architecture solutions and roadmaps tailored to business needs using GCP services like App Engine, Pub/Sub, and BigQuery.",Active,Cloud Security,USD,153,"$128,977",1 day
GCP-101035,GCP Big Data Engineer,Cognizant,Philadelphia,PA,"Philadelphia, PA",USA,On-site,2025-01-25,2025-02-10,Senior,Internship,Cloud Computing,"$112,678","$164,414","$138,546","['Cloud Functions', 'Cloud Spanner', 'GKE', 'Pub/Sub', 'Cloud Storage', 'Cloud SQL']",['Google Associate Cloud Engineer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud DevOps,USD,96,"$90,462",1 day
GCP-101036,GCP ML Engineer,Infosys,Albuquerque,NM,"Albuquerque, NM",USA,Hybrid,2025-01-08,2025-02-11,Entry,Internship,Media & Entertainment,"$70,817","$96,711","$83,764","['Cloud Spanner', 'GKE', 'Cloud Storage', 'Pub/Sub', 'Dataflow', 'Cloud Functions']",['Google Associate Cloud Engineer'],GCP,"Develop, train, and deploy machine learning models using Vertex AI, AutoML, and TensorFlow on the Google Cloud Platform.",Expired,Site Reliability Engineering,USD,113,"$96,124",1 day
GCP-101037,GCP Big Data Engineer,Accenture,Memphis,TN,"Memphis, TN",USA,Hybrid,2025-01-31,2025-02-28,Senior,Internship,Retail,"$34,132","$89,123","$61,627","['Cloud Storage', 'Cloud SQL', 'Cloud Run', 'Vertex AI', 'Cloud Spanner', 'BigQuery', 'Pub/Sub', 'GKE', 'Cloud Functions', 'Dataflow']",['Professional Cloud Developer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud Security,USD,90,"$107,392",1 day
GCP-101038,GCP Cloud Engineer,Cognizant,El Paso,TX,"El Paso, TX",USA,On-site,2025-05-03,2025-06-08,Senior,Part-time,Retail,"$66,315","$170,834","$118,574","['Dataflow', 'Cloud SQL', 'Cloud Run', 'GKE', 'Pub/Sub', 'Cloud Functions', 'Cloud Storage', 'BigQuery', 'Cloud Spanner', 'Vertex AI']",['Professional Cloud Architect'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Active,Cloud Operations,USD,-2,"$95,163",1 day
GCP-101039,GCP Security Engineer,Slalom,Atlanta,GA,"Atlanta, GA",USA,On-site,2024-11-03,2024-12-27,Entry,Internship,Healthcare,"$86,805","$160,526","$123,665","['Cloud SQL', 'GKE', 'Cloud Functions', 'Dataflow', 'Cloud Spanner', 'Cloud Run']",['Professional Cloud Developer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Engineering,USD,179,"$124,972",older than 30 days
GCP-101040,GCP Security Engineer,Infosys,San Antonio,TX,"San Antonio, TX",USA,Remote,2025-04-22,2025-05-31,Mid,Part-time,Retail,"$63,058","$89,307","$76,182","['Vertex AI', 'Cloud SQL', 'Pub/Sub', 'Cloud Storage', 'BigQuery']",['Professional Data Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Architecture,USD,9,"$119,270",5 days
GCP-101041,GCP Security Engineer,Accenture,Fresno,CA,"Fresno, CA",USA,Remote,2024-11-29,2024-12-16,Entry,Internship,Cloud Computing,"$42,743","$117,022","$79,882","['GKE', 'Dataflow', 'Cloud Functions', 'Cloud Run', 'Cloud Spanner', 'BigQuery']",['Professional Cloud Developer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Operations,USD,153,"$146,730",older than 30 days
GCP-101042,GCP Security Engineer,Wipro,Chicago,IL,"Chicago, IL",USA,On-site,2025-05-21,2025-06-22,Mid,Contract,Healthcare,"$225,701","$339,106","$282,403","['GKE', 'Cloud Spanner', 'Vertex AI', 'Cloud Run', 'Cloud Storage', 'Pub/Sub']",['Professional Data Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud DevOps,USD,-20,"$80,471",5 days
GCP-101043,GCP Data Engineer,KPMG,San Francisco,CA,"San Francisco, CA",USA,Hybrid,2025-05-10,2025-07-03,Senior,Internship,Cybersecurity,"$66,930","$175,810","$121,370","['BigQuery', 'Cloud Run', 'Pub/Sub', 'Dataflow', 'Cloud SQL', 'Cloud Storage', 'Vertex AI']",['Professional Cloud Developer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Operations,USD,-9,"$114,849",older than 30 days
GCP-101044,GCP Cloud Engineer,Wipro,Columbus,OH,"Columbus, OH",USA,On-site,2025-04-20,2025-06-09,Entry,Full-time,Retail,"$121,038","$344,372","$232,705","['GKE', 'Cloud Run', 'Dataflow', 'BigQuery', 'Cloud SQL', 'Pub/Sub', 'Vertex AI', 'Cloud Functions', 'Cloud Spanner', 'Cloud Storage']",['Professional Cloud Developer'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Active,Cloud DevOps,USD,11,"$127,073",older than 30 days
GCP-101045,GCP DevOps Engineer,Cognizant,Atlanta,GA,"Atlanta, GA",USA,Remote,2024-11-20,2024-12-30,Mid,Full-time,Education,"$53,650","$291,072","$172,361","['BigQuery', 'Cloud Run', 'GKE', 'Dataflow', 'Cloud SQL', 'Cloud Spanner', 'Pub/Sub']",['Professional Data Engineer'],GCP,"Automate CI/CD pipelines and infrastructure deployments using GCP DevOps tools such as Cloud Build, Container Registry, and Deployment Manager.",Active,Cloud Security,USD,162,"$134,936",older than 30 days
GCP-101046,GCP Data Engineer,KPMG,Milwaukee,WI,"Milwaukee, WI",USA,Hybrid,2024-11-23,2024-12-16,Mid,Part-time,Financial Services,"$54,323","$134,127","$94,225","['Cloud Functions', 'Cloud Run', 'BigQuery', 'Dataflow', 'GKE']",['Professional Data Engineer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Engineering,USD,159,"$97,557",1 day
GCP-101047,GCP Security Engineer,IBM,Seattle,WA,"Seattle, WA",USA,Remote,2025-01-16,2025-03-17,Senior,Internship,Cybersecurity,"$38,068","$122,127","$80,097","['Cloud Functions', 'Dataflow', 'Pub/Sub', 'Cloud Spanner', 'BigQuery', 'Cloud Storage']",['Google Associate Cloud Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud DevOps,USD,105,"$143,271",30 days
GCP-101048,GCP Security Engineer,IBM,Chicago,IL,"Chicago, IL",USA,Remote,2025-02-11,2025-03-15,Senior,Full-time,Cloud Computing,"$203,978","$415,392","$309,685","['Cloud Storage', 'Cloud SQL', 'Cloud Functions', 'Pub/Sub', 'Cloud Run', 'Vertex AI', 'Cloud Spanner', 'GKE', 'Dataflow', 'BigQuery']",['Professional Data Engineer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Architecture,USD,79,"$145,012",older than 30 days
GCP-101049,GCP Data Engineer,Infosys,Phoenix,AZ,"Phoenix, AZ",USA,Remote,2025-04-10,2025-05-11,Senior,Internship,Healthcare,"$47,595","$112,542","$80,068","['BigQuery', 'Cloud Storage', 'GKE', 'Cloud SQL', 'Vertex AI']",['Professional Data Engineer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Operations,USD,21,"$136,573",1 day
GCP-101050,GCP Cloud Consultant,Slalom,Seattle,WA,"Seattle, WA",USA,Hybrid,2025-01-11,2025-01-26,Entry,Internship,Education,"$116,024","$211,587","$163,805","['GKE', 'Cloud Functions', 'Vertex AI', 'Cloud SQL', 'Dataflow', 'Cloud Storage']",['Professional Cloud Architect'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud DevOps,USD,110,"$134,277",30 days
GCP-101051,GCP Solutions Architect,TCS,Sacramento,CA,"Sacramento, CA",USA,Remote,2025-01-12,2025-02-22,Senior,Internship,Cloud Computing,"$69,428","$140,356","$104,892","['Vertex AI', 'Pub/Sub', 'GKE', 'Cloud SQL', 'Cloud Spanner', 'Cloud Run', 'BigQuery', 'Cloud Storage']",['Professional Data Engineer'],GCP,"Create cloud architecture solutions and roadmaps tailored to business needs using GCP services like App Engine, Pub/Sub, and BigQuery.",Expired,Site Reliability Engineering,USD,109,"$81,615",1 day
GCP-101052,GCP Site Reliability Engineer,Slalom,Atlanta,GA,"Atlanta, GA",USA,Hybrid,2025-04-09,2025-04-29,Entry,Full-time,Cloud Computing,"$221,533","$359,883","$290,708","['Cloud Functions', 'BigQuery', 'Cloud Storage', 'Cloud SQL', 'Dataflow', 'Cloud Run']",['Google Associate Cloud Engineer'],GCP,"Ensure high availability and performance of critical systems through monitoring, automation, and incident response on GCP.",Active,Cloud DevOps,USD,22,"$141,946",older than 30 days
GCP-101053,GCP Cloud Consultant,EY,Chicago,IL,"Chicago, IL",USA,Remote,2025-04-08,2025-04-30,Entry,Full-time,Cybersecurity,"$132,893","$380,994","$256,943","['Dataflow', 'Cloud Spanner', 'BigQuery', 'Cloud Run', 'GKE', 'Vertex AI', 'Cloud SQL', 'Cloud Functions', 'Pub/Sub', 'Cloud Storage']",['Google Associate Cloud Engineer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud Architecture,USD,23,"$120,159",1 day
GCP-101054,GCP Cloud Engineer,Infosys,Jacksonville,FL,"Jacksonville, FL",USA,Hybrid,2024-12-22,2025-01-24,Entry,Part-time,Financial Services,"$66,904","$237,773","$152,338","['GKE', 'Cloud Functions', 'Pub/Sub', 'BigQuery', 'Cloud Spanner', 'Dataflow', 'Cloud Storage', 'Vertex AI']",['Professional Cloud Architect'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Expired,Cloud Security,USD,130,"$82,230",5 days
GCP-101055,GCP Security Engineer,Cognizant,Boston,MA,"Boston, MA",USA,Hybrid,2025-05-09,2025-06-04,Mid,Internship,Healthcare,"$113,395","$147,332","$130,363","['Pub/Sub', 'Vertex AI', 'BigQuery', 'Cloud SQL', 'Cloud Spanner', 'Cloud Run', 'Dataflow', 'GKE']",['Professional Cloud Developer'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Engineering,USD,-8,"$119,335",30 days
GCP-101056,GCP Cloud Engineer,Wipro,Los Angeles,CA,"Los Angeles, CA",USA,Hybrid,2025-01-23,2025-03-01,Senior,Part-time,Media & Entertainment,"$71,411","$179,598","$125,504","['Cloud Functions', 'BigQuery', 'Cloud Storage', 'Dataflow', 'Pub/Sub']",['Google Associate Cloud Engineer'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Active,Site Reliability Engineering,USD,98,"$91,916",1 day
GCP-101057,GCP Cloud Consultant,KPMG,Columbus,OH,"Columbus, OH",USA,On-site,2025-03-29,2025-05-01,Senior,Internship,Retail,"$58,462","$131,241","$94,851","['Cloud Spanner', 'Cloud Storage', 'Vertex AI', 'BigQuery', 'Cloud SQL', 'Cloud Run', 'Dataflow', 'GKE', 'Cloud Functions']",['Professional Data Engineer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud Architecture,USD,33,"$113,923",1 day
GCP-101058,GCP DevOps Engineer,EY,Miami,FL,"Miami, FL",USA,Remote,2025-05-18,2025-07-08,Entry,Internship,Education,"$63,217","$154,443","$108,830","['Cloud Functions', 'BigQuery', 'Cloud Spanner', 'Vertex AI', 'GKE', 'Pub/Sub', 'Cloud Run', 'Cloud SQL', 'Dataflow']",['Professional Cloud Developer'],GCP,"Automate CI/CD pipelines and infrastructure deployments using GCP DevOps tools such as Cloud Build, Container Registry, and Deployment Manager.",Active,Cloud DevOps,USD,-17,"$96,758",older than 30 days
GCP-101059,GCP Big Data Engineer,Slalom,San Jose,CA,"San Jose, CA",USA,On-site,2025-01-16,2025-02-17,Senior,Internship,Education,"$30,121","$106,203","$68,162","['BigQuery', 'Cloud Run', 'Cloud Spanner', 'Cloud Functions', 'Cloud SQL', 'Cloud Storage']",['Professional Cloud Architect'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud Architecture,USD,105,"$81,275",1 day
GCP-101060,GCP Data Engineer,Slalom,Portland,OR,"Portland, OR",USA,On-site,2025-05-14,2025-06-07,Entry,Part-time,Media & Entertainment,"$45,351","$112,455","$78,903","['GKE', 'Vertex AI', 'Cloud Storage', 'Cloud SQL', 'Dataflow', 'Pub/Sub']",['Professional Cloud Developer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Operations,USD,-13,"$118,232",30 days
GCP-101061,GCP Cloud Consultant,EY,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2025-05-07,2025-05-29,Senior,Contract,Consulting Services,"$89,982","$184,683","$137,332","['Cloud Spanner', 'GKE', 'Cloud Storage', 'Dataflow', 'Cloud SQL']",['Professional Cloud Developer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Cloud Architecture,USD,-6,"$99,958",older than 30 days
GCP-101062,GCP Data Engineer,Wipro,Washington,DC,"Washington, DC",USA,Remote,2024-11-27,2025-01-10,Senior,Full-time,Education,"$243,989","$451,778","$347,883","['GKE', 'Cloud Spanner', 'Vertex AI', 'Dataflow', 'Pub/Sub', 'Cloud Functions', 'Cloud Storage', 'Cloud Run', 'Cloud SQL']",['Professional Cloud Developer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Active,Cloud Engineering,USD,155,"$113,818",1 day
GCP-101063,GCP Cloud Engineer,Accenture,Austin,TX,"Austin, TX",USA,On-site,2025-04-17,2025-06-08,Senior,Part-time,Healthcare,"$103,755","$224,280","$164,017","['BigQuery', 'Cloud Run', 'Cloud SQL', 'GKE', 'Cloud Spanner']",['Google Associate Cloud Engineer'],GCP,"Design and implement scalable cloud solutions on Google Cloud Platform, leveraging Compute Engine, Cloud Storage, and networking services.",Active,Cloud Engineering,USD,14,"$128,415",30 days
GCP-101064,GCP Big Data Engineer,KPMG,Atlanta,GA,"Atlanta, GA",USA,On-site,2025-05-18,2025-06-21,Entry,Full-time,Healthcare,"$216,703","$304,801","$260,752","['GKE', 'BigQuery', 'Pub/Sub', 'Cloud Storage', 'Cloud Functions', 'Cloud Spanner', 'Cloud SQL', 'Dataflow', 'Cloud Run', 'Vertex AI']",['Professional Cloud Developer'],GCP,"Design and manage big data solutions using BigQuery, DataProc, Cloud Dataflow, and Cloud Pub/Sub for high-volume data workloads.",Active,Cloud Architecture,USD,-17,"$112,818",1 day
GCP-101065,GCP Security Engineer,PwC,Charlotte,NC,"Charlotte, NC",USA,Hybrid,2024-11-20,2024-12-14,Senior,Contract,Cloud Computing,"$213,750","$275,529","$244,639","['GKE', 'Cloud Functions', 'BigQuery', 'Pub/Sub', 'Dataflow', 'Cloud SQL', 'Cloud Spanner']",['Professional Cloud Architect'],GCP,"Implement cloud security best practices, identity and access management, and data protection strategies using GCP IAM and Security Command Center.",Active,Cloud Operations,USD,162,"$117,877",older than 30 days
GCP-101066,GCP Data Engineer,PwC,Atlanta,GA,"Atlanta, GA",USA,Remote,2025-05-02,2025-06-19,Mid,Internship,Consulting Services,"$90,127","$134,478","$112,302","['Pub/Sub', 'Cloud Functions', 'Cloud SQL', 'BigQuery', 'Cloud Storage', 'Cloud Spanner', 'Cloud Run', 'Dataflow', 'GKE', 'Vertex AI']",['Professional Data Engineer'],GCP,"Build and optimize data pipelines on GCP using Dataflow, BigQuery, and Cloud Composer for efficient data processing and analytics.",Expired,Site Reliability Engineering,USD,-1,"$82,280",1 day
GCP-101067,GCP Solutions Architect,Infosys,Oklahoma City,OK,"Oklahoma City, OK",USA,Remote,2025-02-15,2025-04-06,Entry,Internship,Media & Entertainment,"$39,048","$121,000","$80,024","['Cloud Spanner', 'BigQuery', 'Cloud Functions', 'Vertex AI', 'Pub/Sub']",['Professional Data Engineer'],GCP,"Create cloud architecture solutions and roadmaps tailored to business needs using GCP services like App Engine, Pub/Sub, and BigQuery.",Active,Cloud DevOps,USD,75,"$82,346",1 day
GCP-101068,GCP Cloud Consultant,IBM,Sacramento,CA,"Sacramento, CA",USA,Remote,2024-12-07,2025-01-20,Senior,Contract,Cloud Computing,"$131,270","$276,246","$203,758","['GKE', 'Vertex AI', 'BigQuery', 'Cloud SQL', 'Dataflow', 'Cloud Spanner', 'Pub/Sub', 'Cloud Run']",['Google Associate Cloud Engineer'],GCP,"Advise clients on GCP adoption strategies, infrastructure modernization, and cost optimization using Google Cloud services.",Active,Site Reliability Engineering,USD,145,"$103,039",1 day
